-1794480.383,160716.6472
-1427770.007,160716.6472
-1377603.308,21122.35404
-1277269.91,16760.03238
-1080965.435,58202.08817
-703624.611,-151189.3516
-845400.065,-441283.7422
-1026436.414,-657218.6645
-1347067.056,-970000
-1500000,-970000
-2000000,-447594
-2000000,160716.6472
